Relatório de vias;;;;;;;;;;;;;;;
2019 - 20201 - 2021;;;;;;;;;;;;;;;
LATITUDE;LONGITUDE;DATA DA MONITORAÇÃO;SENTIDO GEOGRÁFICO;UF;Município;VIA MONITORADA POR CAMERAS;POSSUI COMERCIO AMBILANTE;ZONA;VITIMA FATAL;MEDIA DE VEICULOS;PASSAGEM DE VEICULOS PESADOS;POLICIAMENTO RODOVIARIO;OCORRENCIAS DIARIAS;;
-21,68321021;-41,3106453;25/10/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;64;0;1;68;;
-21,68367286;-41,31135441;25/10/2019;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;115;0;1;53;;
-21,68345665;-41,31066542;25/10/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;45;1;1;39;;
-21,68377505;-41,31128468;25/11/2019;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;134;1;1;55;;
-21,68345633;-41,31105267;26/11/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;229;1;1;40;;
-21,68359934;-41,31068051;27/11/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;151;1;3;13;;
-21,68420406;-41,31072678;28/11/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;25;0;1;62;;
-21,68429409;-41,31074689;29/11/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;51;0;3;21;;
-21,68437915;-41,31075829;30/11/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;123;1;1;29;;
-21,68575806;-41,31062485;01/12/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;223;1;3;38;;
-21,68677401;-41,31052963;02/12/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;91;0;1;69;;
-21,68679893;-41,31067917;03/12/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;180;1;1;2;;
-21,68697838;-41,31078511;04/12/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;117;0;3;67;;
-21,68723447;-41,31045822;05/12/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;172;1;3;12;;
-21,68823484;-41,31072577;06/12/2019;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;58;1;2;12;;
-21,68842706;-41,31059837;07/12/2019;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;190;1;1;59;;
-21,68995329;-41,31059803;08/12/2019;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;73;0;2;1;;
-21,69378453;-41,3105293;09/12/2019;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;166;0;3;40;;
-21,69457674;-41,31009646;10/12/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;244;0;1;65;;
-21,70034737;-41,31015614;11/12/2019;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;147;0;2;40;;
-21,70177877;-41,31014407;12/12/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;207;0;1;18;;
-21,7021205;-41,31019469;13/12/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;188;0;1;32;;
-21,70216318;-41,31011121;14/12/2019;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;116;0;2;5;;
-21,70216972;-41,31017458;15/12/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;178;0;2;24;;
-21,70245351;-41,31017223;16/12/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;146;0;3;5;;
-21,70245662;-41,31017927;17/12/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;54;0;1;51;;
-21,70469574;-41,31011926;18/12/2019;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;145;1;3;54;;
-21,70580937;-41,30941484;19/12/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;126;1;1;65;;
-21,7057966;-41,30994692;20/12/2019;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;142;1;3;14;;
-21,70599191;-41,30939841;21/12/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;131;0;1;36;;
-21,70604705;-41,30936656;22/12/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;122;1;1;64;;
-21,70634422;-41,30931459;23/12/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;169;0;1;46;;
-21,70735411;-41,30910203;24/12/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;79;1;3;1;;
-21,70763134;-41,30902994;25/12/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;146;0;1;12;;
-21,70839119;-41,30908966;26/12/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;150;0;2;16;;
-21,70837551;-41,30884252;27/12/2019;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;155;1;2;22;;
-21,70873654;-41,30905878;28/12/2019;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;36;0;3;44;;
-21,709467;-41,30861688;29/12/2019;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;39;0;2;36;;
-21,71044385;-41,30849283;30/12/2019;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;11;0;3;41;;
-21,71109829;-41,30847573;31/12/2019;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;146;1;1;52;;
-21,71308466;-41,30869132;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;38;0;2;48;;
-21,7133921;-41,30858168;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;248;1;3;19;;
-21,71370546;-41,30878821;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;114;0;2;10;;
-21,7169075;-41,31076431;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;24;1;2;59;;
-21,71756347;-41,31154519;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;139;0;1;50;;
-21,71859851;-41,31202932;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;48;1;2;28;;
-21,7186003;-41,3121429;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;250;0;2;36;;
-21,71863308;-41,31216679;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;217;1;2;35;;
-21,71864087;-41,31216411;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;108;1;1;57;;
-21,7190679;-41,31296474;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;169;0;3;45;;
-21,71882745;-41,31237097;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;242;1;1;12;;
-21,71882371;-41,31254397;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;129;1;1;2;;
-21,71930089;-41,31310858;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;57;1;3;67;;
-21,72029978;-41,31455965;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;161;1;2;61;;
-21,72040132;-41,31470248;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;96;0;1;67;;
-21,72056827;-41,31496467;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;157;0;1;55;;
-21,72066669;-41,31509073;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;223;0;2;8;;
-21,72072681;-41,3151551;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;47;1;2;38;;
-21,72083146;-41,31520774;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;218;1;3;45;;
-21,72095917;-41,31551821;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;236;0;3;44;;
-21,72125164;-41,3155001;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;61;1;1;3;;
-21,72188485;-41,31644089;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;115;1;3;26;;
-21,72249097;-41,31772064;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;73;1;2;46;;
-21,72249845;-41,31785709;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;174;0;3;16;;
-21,72339734;-41,31872848;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;133;0;2;53;;
-21,72295848;-41,31804921;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;217;1;3;34;;
-21,72472573;-41,32001862;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;226;1;1;44;;
-21,7247881;-41,320256;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;42;1;1;61;;
-21,7249886;-41,32042464;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;211;1;2;57;;
-21,72620205;-41,32134698;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;18;0;2;21;;
-21,72685207;-41,32145427;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;95;1;2;58;;
-21,7268313;-41,3216505;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;198;1;3;52;;
-21,72681469;-41,32167187;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;162;1;1;2;;
-21,72721336;-41,32161219;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;240;1;1;19;;
-21,7274264;-41,32182509;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;172;1;3;53;;
-21,72704735;-41,32199138;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;122;1;1;28;;
-21,72715605;-41,3219934;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;154;1;1;38;;
-21,72770577;-41,32188074;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;187;0;2;18;;
-21,72774346;-41,32191025;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;30;1;2;8;;
-21,72786648;-41,32197898;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;132;1;3;31;;
-21,72811253;-41,3221141;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;49;1;2;47;;
-21,72816081;-41,32217512;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;184;1;3;67;;
-21,72823431;-41,32218719;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;51;0;1;47;;
-21,72831218;-41,32222675;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;18;1;2;39;;
-21,72839876;-41,32226262;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;145;0;3;49;;
-21,72846946;-41,32227872;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;204;0;2;64;;
-21,72862238;-41,32236958;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;230;1;2;43;;
-21,72878341;-41,32244635;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;85;0;2;22;;
-21,72921446;-41,3229201;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;45;0;3;60;;
-21,72970904;-41,32281013;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;70;1;3;53;;
-21,72966606;-41,32293954;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;123;1;2;8;;
-21,73059464;-41,32339478;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;29;0;3;53;;
-21,731275;-41,3234847;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;28;0;1;50;;
-21,73172101;-41,32362049;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;248;1;3;13;;
-21,73169142;-41,32370632;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;122;0;2;30;;
-21,73208353;-41,32371068;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;136;1;3;43;;
-21,73150444;-41,32377243;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;159;1;2;26;;
-21,7321698;-41,32379685;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;131;0;3;1;;
-21,73262978;-41,3242569;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;102;1;2;41;;
-21,73308514;-41,32445265;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;132;0;2;55;;
-21,7325778;-41,32406875;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;234;0;1;41;;
-21,7329584;-41,3240792;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;161;1;2;65;;
-21,73261984;-41,32417738;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;10;0;2;69;;
-21,73357691;-41,32423606;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;25;0;3;62;;
-21,73369868;-41,32438123;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;69;1;3;25;;
-21,73472769;-41,32488951;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;94;1;3;8;;
-21,73470184;-41,32511146;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;16;0;1;52;;
-21,73484448;-41,32497668;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;155;0;1;65;;
-21,73491798;-41,32504173;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;166;1;3;1;;
-21,73518675;-41,32519964;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;157;1;2;1;;
-21,73490116;-41,32511247;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;209;1;2;53;;
-21,73587596;-41,32571664;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;26;0;3;56;;
-21,73639108;-41,32600196;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;46;0;1;61;;
-21,73758793;-41,3267161;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;51;1;2;64;;
-21,73950947;-41,32773634;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;119;1;3;13;;
-21,74035251;-41,32834654;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;211;1;2;29;;
-21,74465421;-41,33334015;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;172;0;1;2;;
-21,74532749;-41,33404825;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;171;1;2;35;;
-21,74624057;-41,33446231;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;25;1;2;10;;
-21,74635392;-41,33479659;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;13;0;1;39;;
-21,7464324;-41,33466315;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;162;1;1;34;;
-21,74645451;-41,33462928;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;38;0;2;46;;
-21,74669399;-41,33480128;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;189;0;2;18;;
-21,74677994;-41,33487906;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;218;1;2;49;;
-21,74680112;-41,33484453;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;241;0;3;50;;
-21,7471717;-41,3351161;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;10;1;2;64;;
-21,74719163;-41,33510102;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;36;0;2;43;;
-21,74730654;-41,33519657;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;98;0;1;8;;
-21,74741429;-41,33527268;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;167;1;3;69;;
-21,74746038;-41,335329;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;231;0;2;10;;
-21,74749931;-41,33530218;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;119;1;1;65;;
-21,74770079;-41,33544602;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;64;0;2;67;;
-21,74804334;-41,33558247;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;174;1;1;6;;
-21,74892495;-41,33608975;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;170;0;1;6;;
-21,74900809;-41,3364961;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;230;0;3;65;;
-21,7490221;-41,3364654;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;27;0;1;2;;
-21,74908626;-41,33640993;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;79;0;3;46;;
-21,74911615;-41,33647196;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;45;0;1;15;;
-21,74927186;-41,33640759;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;48;1;2;58;;
-21,74943286;-41,33682903;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;154;0;2;20;;
-21,7494967;-41,3367784;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;142;1;3;1;;
-21,74958038;-41,33662796;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;217;0;3;50;;
-21,74996879;-41,33729674;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;227;0;1;45;;
-21,7498436;-41,3368721;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;170;0;3;67;;
-21,75040196;-41,33774232;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;131;0;3;56;;
-21,75068285;-41,33778792;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;224;1;3;16;;
-21,7505069;-41,33804105;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;139;0;1;31;;
-21,75048106;-41,33788582;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;91;1;2;18;;
-21,75050939;-41,33790493;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;31;0;2;60;;
-21,7507861;-41,337894;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;134;1;1;45;;
-21,75091453;-41,33799914;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;227;0;3;45;;
-21,75156163;-41,33865729;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;127;0;1;52;;
-21,7524784;-41,34023543;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;142;0;1;13;;
-21,7525856;-41,3403949;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;191;0;1;12;;
-21,75275493;-41,34057406;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;243;0;1;12;;
-21,75342569;-41,3418394;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;47;0;2;29;;
-21,75341354;-41,34197854;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;13;1;3;13;;
-21,75287824;-41,34077188;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;117;0;2;30;;
-21,7535216;-41,34204693;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;31;1;3;59;;
-21,75357111;-41,34213645;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;195;0;2;31;;
-21,75368633;-41,34237919;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;212;0;2;30;;
-21,7536869;-41,34243393;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;144;1;3;51;;
-21,75365674;-41,34291764;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;123;0;1;31;;
-21,75374394;-41,3443771;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;182;0;2;5;;
-21,7538298;-41,3446923;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;249;1;2;17;;
-21,7537028;-41,3455893;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;30;1;2;19;;
-21,75509945;-41,34719476;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;132;1;1;60;;
-21,75591811;-41,34781066;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;131;1;1;61;;
-21,75624103;-41,34809699;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;169;0;3;62;;
-21,7563086;-41,34798501;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;201;1;2;61;;
-21,7568814;-41,3483465;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;107;0;2;6;;
-21,75820249;-41,34837326;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;78;0;2;19;;
-21,75827629;-41,34847183;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;127;1;1;64;;
-21,75829248;-41,34834643;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;28;1;3;62;;
-21,75834884;-41,34840511;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;43;0;1;35;;
-21,75811966;-41,34833135;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;182;1;3;62;;
-21,75822958;-41,34825993;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;250;1;3;12;;
-21,75807544;-41,34812415;01/01/2020;Norte;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;229;0;3;14;;
-21,76466679;-41,34658892;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;54;0;2;7;;
-21,7648038;-41,346545;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Não fatal;134;1;2;60;;
-21,7659383;-41,3467298;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;87;1;1;19;;
-21,7664252;-41,34761489;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Não fatal;43;1;2;27;;
-21,76745606;-41,34878921;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Não fatal;76;1;1;35;;
-21,76772728;-41,34929024;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;144;0;2;52;;
-21,76905823;-41,35198975;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;121;0;2;31;;
-21,76899454;-41,35199491;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;86;1;2;18;;
-21,76945496;-41,35293961;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;138;1;3;22;;
-21,77004242;-41,3539505;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;34;0;3;20;;
-21,77013206;-41,35409927;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;16;1;3;54;;
-21,7702446;-41,35426331;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;177;1;3;20;;
-21,77027512;-41,35431671;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;71;1;2;20;;
-21,77046045;-41,35429792;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;2;Urbana;Vitima Fatal;203;0;2;60;;
-21,77046574;-41,35429457;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;136;1;3;24;;
-21,77033424;-41,35442352;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;239;0;1;60;;
-21,77057648;-41,35489273;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;199;1;2;34;;
-21,77127457;-41,35615158;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Urbana;Vitima Fatal;55;1;2;41;;
-21,77131358;-41,35628074;01/01/2020;Sul;RJ;Campos dos Goytacazes;Não;1;Urbana;Vitima Fatal;79;1;2;28;;
-21,77441907;-41,36213768;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Rural;Vitima Fatal;27;0;1;14;;
-21,7744857;-41,36213332;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Rural;Vitima Fatal;22;0;1;15;;
-21,77698135;-41,36679077;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Rural;Vitima Fatal;98;0;2;38;;
-21,7769432;-41,36673197;01/01/2020;Norte/Sul;RJ;Campos dos Goytacazes;Não;3;Rural;Vitima Fatal;136;1;3;49;;
